2016-01-01 00:00:00;6799.816799999998;8732.967040000001;8145.970699999997;6489.560499999999;5917.76561;5106.59338;4805.860799999999;5050.366259999999;6374.175819999999;8305.67766;12859.52382;15914.652;16561.721550000002;15430.586099999999;13433.882800000003;12116.483529999996;10758.608040000001;10366.666679999995;11027.289349999997;12017.58243;12965.7509;12286.630059999996;10137.545779999997;9074.9084
2016-01-02 00:00:00;7935.714299999999;6662.087959999998;5491.758220000001;4877.65565;5492.307730000002;5199.81688;4622.161210000001;5409.15751;8037.728970000001;12125.27476;17692.490830000002;20254.02927;20182.234440000007;20250.54945;18747.802190000002;15715.567760000002;13415.567769999998;12342.674;13066.849830000001;12931.685009999994;13878.021999999995;13756.410240000001;11961.90474;11329.670329999999
2016-01-03 00:00:00;9102.93041;7445.42121;6209.15751;5318.498189999999;4881.135569999998;4828.93769;4780.586110000003;6331.868109999997;7534.249070000002;10761.904810000002;15674.908410000002;18139.560420000005;19341.39193;18641.3919;17315.934080000003;16116.48356;13762.271060000001;12591.025630000006;13009.15747;14267.032950000003;16070.512820000002;15354.94503;12689.377300000004;11693.040280000001
2016-01-04 00:00:00;9497.985370000002;8428.20515;6342.857140000001;5128.571439999999;4731.68496;4671.6117;5706.41018;14117.216170000002;20010.439539999996;16939.560410000002;17682.2344;17915.38463;17274.908439999996;17676.556769999992;18255.494499999997;15255.860809999996;12846.703259999998;12552.930380000002;13665.750840000002;16557.509159999994;19367.399260000002;19053.479839999996;14263.919440000007;12282.600709999997
2016-01-05 00:00:00;9509.523839999998;7044.68865;5651.64834;5096.703350000001;4726.92306;5783.882839999999;5768.131899999999;13353.113570000001;19788.09521;18145.42129;17284.432179999996;16624.542110000002;16880.769200000002;18594.32237;19093.040290000004;16016.483549999999;14682.234429999999;12552.014639999996;14307.142860000002;16045.054899999997;19183.51646;20016.84981;14989.37731;16787.912060000002
2016-01-06 00:00:00;11244.322379999998;8437.728939999997;6087.72892;5189.56044;4868.864570000001;4721.6117699999995;5919.963360000001;13860.256370000003;20610.805870000004;19163.919420000002;20016.300399999996;18160.80589;18478.754579999997;18792.30765;18863.186790000003;14696.703299999994;12797.069609999997;12810.805859999997;15176.556819999998;16508.79122;19644.688649999993;18947.985330000003;14711.538460000003;12921.42855
2016-01-07 00:00:00;10198.717960000002;7922.893769999997;6232.78388;5497.619020000002;5532.783849999999;6122.344360000001;6023.626440000001;13856.410259999995;21099.267440000007;18339.37729;17386.9963;17990.109910000006;18215.201460000004;19623.80953;20065.93406;16180.952330000002;nan;12618.86447;14129.304039999997;16343.589759999999;18755.494459999998;18509.52383;14916.300340000002;14969.78023
2016-01-08 00:00:00;12955.860840000003;7340.842479999998;5834.065920000002;4923.07686;4768.315060000003;4584.981669999999;5609.89009;13724.17583;20942.85714000001;19911.904749999998;18845.054929999995;17693.04032;17682.417589999994;18903.29673;17958.058579999994;14632.417639999998;13930.402929999995;14504.029279999995;15160.989000000001;15999.267369999998;17427.65572;15472.710599999997;13147.252710000002;11675.82418
2016-01-09 00:00:00;9691.575140000003;7753.113540000002;6827.472489999999;6100.3662699999995;5898.534820000001;4846.52015;4860.6227499999995;6402.014639999999;10764.652010000002;15327.289410000001;19646.886459999998;19594.139169999995;20775.824170000004;21173.443230000004;19222.710620000005;16660.80585;14051.282029999998;13298.71795;13851.282019999997;14685.7143;15043.772879999997;15530.402900000003;13007.142889999994;11681.684990000003
2016-01-10 00:00:00;9050.915750000004;7337.362649999998;6437.7289299999975;5443.58973;4961.17215;4736.44694;5019.597060000001;6620.146449999999;7412.271039999999;11338.827829999998;15012.08787;17659.340659999998;19673.2601;19564.285780000002;19723.260070000004;16363.919400000002;14748.16849;13576.739959999999;13443.956030000001;14798.351649999995;16331.135539999997;15384.24905000001;12908.424890000004;11276.739920000002
2016-01-11 00:00:00;9679.853469999998;8511.355300000003;6528.571460000001;5275.457850000001;4886.813249999999;4854.2124300000005;5632.234410000003;14253.29669;21245.787519999998;19381.135549999995;19630.219759999996;19557.692309999995;19555.128190000003;18815.201459999997;18110.98902;15862.45421;13984.06592;13219.23076;14231.135530000005;16863.553109999997;19602.93039;19423.80951000001;15829.853460000004;12485.714289999998
2016-01-12 00:00:00;9674.5421;7165.018310000002;5694.688650000001;5071.0623;4801.465319999999;4773.076950000001;6826.007259999999;13660.439560000004;20484.24906;18429.30403;17362.82053;17498.534789999998;16947.43591;18339.560369999996;19115.56776000001;16382.783910000002;14921.062300000001;14718.498199999996;14546.886480000001;19702.380940000003;19481.135550000003;18484.615390000006;14899.816819999995;12734.6154
2016-01-13 00:00:00;10127.28943;8713.36997;6747.069590000001;5113.55311;4753.296760000001;4715.018349999999;5491.025650000001;14258.791169999999;21398.71797;17969.780209999997;18341.758220000003;18454.39562;19543.40662;19985.164849999994;19015.567779999994;15657.32597;14016.300379999999;13937.912090000002;13993.772869999997;15937.54583;20061.904749999994;19402.380950000002;15919.780239999995;12905.677640000002
